node_id,donors_cm3,acceptors_cm3
601,10000000000000034,0
602,10000000000000034,0
603,10000000000000034,0
604,10000000000000034,0
605,10000000000000034,0
606,10000000000000034,0
607,10000000000000034,0
608,10000000000000034,0
609,10000000000000034,0
610,10000000000000034,0
611,10000000000000034,0
612,10000000000000034,0
613,10000000000000034,0
614,10000000000000034,0
615,10000000000000034,0
616,10000000000000034,0
617,10000000000000034,0
618,10000000000000034,0
619,10000000000000034,0
620,10000000000000034,0
621,10000000000000034,0
622,10000000000000034,0
623,10000000000000034,0
624,10000000000000034,0
625,10000000000000034,0
626,10000000000000034,0
627,10000000000000034,0
628,10000000000000034,0
629,10000000000000034,0
630,10000000000000034,0
631,10000000000000034,0
632,10000000000000034,0
633,10000000000000034,0
634,10000000000000034,0
635,10000000000000034,0
636,10000000000000034,0
637,10000000000000034,0
638,10000000000000034,0
639,10000000000000034,0
640,10000000000000034,0
641,10000000000000034,0
642,10000000000000034,0
643,10000000000000034,0
644,10000000000000034,0
645,10000000000000034,0
646,10000000000000034,0
647,10000000000000034,0
648,10000000000000034,0
649,10000000000000034,0
650,10000000000000034,0
651,10000000000000034,0
652,10000000000000034,0
653,10000000000000034,0
654,10000000000000034,0
655,10000000000000034,0
656,10000000000000034,0
657,10000000000000034,0
658,10000000000000034,0
659,10000000000000034,0
660,10000000000000034,0
661,10000000000000034,0
662,10000000000000034,0
663,10000000000000034,0
664,10000000000000034,0
665,10000000000000034,0
666,10000000000000034,0
667,10000000000000034,0
668,10000000000000034,0
669,10000000000000034,0
670,10000000000000034,0
671,10000000000000034,0
672,10000000000000034,0
673,10000000000000034,0
674,10000000000000034,0
675,10000000000000034,0
676,10000000000000034,0
677,10000000000000034,0
678,10000000000000034,0
679,10000000000000034,0
680,10000000000000034,0
681,10000000000000034,0
682,10000000000000034,0
683,10000000000000034,0
684,10000000000000034,0
685,10000000000000034,0
686,10000000000000034,0
687,10000000000000034,0
688,10000000000000034,0
689,10000000000000034,0
690,10000000000000034,0
691,10000000000000034,0
692,10000000000000034,0
693,10000000000000034,0
694,10000000000000034,0
695,10000000000000034,0
696,10000000000000034,0
